userid,content
3140313,10.查阅向导型：通过一个列表进行选择内容而不是输入
3140313,11.附件型：声音、视频和照片文件
3140313,数据库逻辑模型的作用：逻辑建模是数据仓库实施中的重要一环，它能直接反映出业务部门的需求，同时对系统的物理实施有着重要的指导作用，它的作用在于可以通过实体和关系勾勒出企业的数据蓝图
3140313,数据库逻辑模型的主要构成：层状模型、网状模型、关系模型三种模型
3140313,数据库概念模型的作用：1、收集信息
3140313,2、标识对象
3140313,3、建立对象间的关系
3140313,4、标识对象信息模型
3140313,目的是建立信息结构
3140313,数据库概念模型的设计方法：采用E/R图设计
3140313,数据库系统的基本特点:?数据共享性、数据冗余度小、数据一致性、具有数据完整性措施、可以采用交互式或程序方式操作
3140313,数据库系统的主要构成：DBS数据库系统=OS操作系统+DB数据库+DBMS数据库管理系统+DBA数据库管理员
3140313,人工管理阶段：数据在程序中?文件系统阶段：数据文件?数据库系统阶段：数据库
3140313,动画设计增添动感、带来视觉享受，要作好动画制作，首先要符合主题思想，其次要有创意，第三还应该简洁明了，最后颜色清新符合视觉习惯
3140313,选择题材，准备素材，选择模板，制作文档，图片、视频、文字全方位介绍，配乐朗诵，调整布局，反复播放，及时修改，完成
3140313,次坐标轴的作用：精确定位图标的X，Y轴，清晰分析数据
3140313,插入“图表选项”/布局//选择“坐标抽”，分类（X）轴点“自动”
3140313,？代表单个字符，*代表任意字符.
3140313,我用的是2007版，office按纽/excel选项/常用/编辑自定义序列/添加/确定
3140313,选择一行文本：将光标移至文本左侧，当光标变为小箭头形状时单击
3140313,选择连续多行文本：将光标移至文本左侧，当光标变为小箭头形状时，向上或向下拖动鼠标;或楚先选择首行文本，然后按住【Shift】键单击最后一行的任意位……选择一个段落：在该段落左侧空白位置处双击，或是在该段落中任意位置处三击
3140313,"选择整篇文档：将光标移至文档左侧，当光标变为小箭头形状时三击;另外,按【Ctrl+A】组合键也可选择整篇文档内容"
3140313,图文混排的主要方式：包括“顶端居左，四周型文字环绕”、“顶端居中，四周型文字环绕”、“中间居左，四周型文字环绕”、“中间居中，周型文字环绕”、“中间居右，四周型文字环绕”、“底端居左，四周型文字环绕”、“底端居中，四周型文字环绕”、“底端居右，四周型文字环绕”九种方式
3140313,格式刷：快速复制格式，可以快速将指定段落或文本的格式延用到其他段落或文本上
3140313,样式：已经预设好的内容，直接套用，方便简洁，节约时间
3140313,节：文档的一部分，可在其中设置某些页面格式选项
3140313,若要更改例如行编号、列数或页眉和页脚等属性，请创建一个新的节
3140313,分栏：一个页面分开多个版面，节约版面，易阅读查看
3140313,项目符号：放在文本或图形前以添加强调效果的点或其他符号
3140313,编号：给顺序号作为一种识别的方法，文本编号易于阅读，查看分析而且非常整齐
3140313,WORD中的以下文档视图：页面视图：此视图为文档默认视图，显示的文档页面与打印时完全相同.
3140313,阅读视图：可自由调节页面显示比例，列宽和布局，导航搜索，更改页面颜色，不允许对文档编
3140313,WEB版式视图：类似网页，不显示页码和章节号信息，超链接显示为带下划线文
3140313,大纲视图：显示文档的大纲，可创建大纲并检查WORD文档结构，进行文本“升级”
3140313,草稿视图：不显示页眉，页脚等信
3140313,批注和修订的主要作用：批注对部分文字或操作（删除、增加文字等）进行注解、诠释；修订是指修改格式、删除或增加内容
3140313,修订也是一种操作，所以修订的过程在修订完成后也将以批注的形式在文段附近展示
3140313,段落格式的主要设置内容：1.段落缩进
3140313,2.段落对齐
3140313,3.段落间距和行间
3140313,4.首字下沉
3140313,5.分栏
3140313,6.项目符号和段落编
3140313,7.边框和底
3140313,字符格式的主要设置内容：字号，字体，字型的设置
3140313,记事本和写字板工具与word工具的各自用途和差异：Word是商用办公套件MicrosoftOffice中的一个组件，功能强大而且丰富，支持多种文件格式，多用于企业的办公
3140313,价格昂贵
3140313,写字板是Windows自带的一个工具，只带有一些基本的文字处理功能，支持rtf格式
3140313,免费
3140313,记事本只支持文本格式文件，不支持富文本格式（rtf），没有各种格式效果
3140313,数据结构是对数据的描述，算法是对数据的操作步骤，两者结合才是程序
3140313,顺序结构选择结构循环结构
3140313,"目前，高级语言有：c/c++,vb,dephi,java,c#等"
3140313,Ｃ语言有如下特点：1、C程序是由函数构成的
3140313,2、一个函数由两部份组成：（1）函数的首部、即函数的第一行
3140313,包括函数名、函数类型、函数属性、函数参数（形参）名、参数类型
3140313,（2）函数体，即函数首部下面的大括号“{}”内的部份
3140313,如果一个函数内有多个大括号，则最外层的一对“{}”为函数体的范围
3140313,3、一个C语言程序，总是从main函数开始执行的，而不管物理位置上这个main()放在什么地方
3140313,4、C语言书写的格式自由，可以在一行写多个语句，也可以把一个语句写在多行
3140313,没有行号（但可以有标号），书写的缩进没有要求
3140313,但是建议读者自己按一定的规范来写，可以给自己带来方便
3140313,5、可以用/*…..*/的形式为C程序的任何一部份作注释.资料来源：百度文库
3140313,word///用于文档编辑
3140313,excel///用于数据统计，表格制
3140313,Photoshop///用于图片处理
3140313,Powerpoint///用于幻灯扯制作软件
3140313,Windows的主要附件工具及其功能：1、系统工具：进行磁盘清理和碎片整理
3140313,2、录音机：记录录制声音
3140313,3、计算器：科学计算机功能
3140313,4、记事本：编辑文本文件
3140313,5、画板：用来画图及存储屏幕打印图片
3140313,Windows主要鼠标动作和作用：1、左键单击、双击打开或关闭或最小化目标文件或文件夹和网页
3140313,2、右键单击激活属性等其它快捷功能
3140313,3、滚轮拉动滚动条
3140313,一般窗体的主要构成：任务栏、标题栏、菜单栏、工作区域、状态栏、滚动条、窗口缩放按纽
3140313,DOS操作系统是最早的操作系统，特点是命令提示界面进行运行管理，在操作系统中占有很重要的地位
3140313,"Windows操作系统是目前微型计算机最常用的操作系统，特点是（1）多任务处理（2）图形用户界面（3）有效的内存管理（4）支持多种文件系统格式（FAT32,TFS)（5）支持多媒体应用（6）支持网络应用"
3140313,Windows主要版本：Windows95和Windows98?、WindowsNT（网络操作系统）、Windows2000((多种版本）、WindowsXP((适合于家庭、商业）、WindowsVista（2006年11月）?、Windows7、windows8
3140313,UNIX系统由内核、shell、应用程序组成，内核是位于硬件之上的第一层软件，内核可以按其功能划分为6部分，即存储管理、进程管理、进程通信、中断陷阱与系统调用、输入输出管理和文件系统
3249445,"答：压缩的原理：是把文件的二进制代码压缩，把相邻的0,1代码减少，比如有000000,可以把它变成6个0的写法60,来减少该文件的空间"
3249445,下载技术演变：1.主从架构方式2.断点续传方式3.多线程并行方式：如网络蚂蚁4.镜像服务器方式主要压缩工具：winrar、360压缩、WinZip、7/Zip
3249445,答：系统工具软件：磁盘碎片的清理与整理、任务管理器等压缩软件工具：用于文件的存储与传输下载工具：下载资源，加快下载速度多媒体工具：视频播放工具、音乐播放器等安全工具：查杀毒软件，聊天工具：方便交流沟通
3249445,答：智能手机出货将远超传统手机终端将向定制化发展
3249445,答：1)补丁程序
3249445,及时安装各种安全补丁程序，不要给入侵者以可乘之机
3249445,(2)提高物理环境安全
3249445,保证计算机机房内计算机设备不被盗、不被破坏，如采用高强度电缆在计算机机箱穿过等技术措施
3249445,(3)在局域网中安装防火墙系统
3249445,防火墙系统包括软件和硬件设施，平时需要加以监察和维护
3249445,(4)在局域网中安装网络安全审计系统
3249445,在要求较高的网络系统中，网络安全审计系统是与防火墙系统结合在一起作为对系统安全设置的防范措施
3249445,答：比如、2014年3月22日，有安全研究人员在第三方漏洞收集平台上报了一个题目为“携程安全支付日志可遍历下载导致大量用户银行卡信息泄露（包含持卡人姓名身份证、银行卡号、卡CVV码、6位卡Bin）”的漏洞
3249445,上报材料指出携程安全支付日志可遍历下载，导致大量用户银行卡信息泄露，并称已将细节通知厂商并且等待厂商处理中
3249445,一石激起千层浪，该漏洞立即引发了关于“电商网站存储用户信用卡等敏感信息，并存在泄漏风险”等问题的热议
3249445,答：应该做到注册名：当我们在网络上注册ID的时候，很容易暴露我们的身份信息
3249445,禁用cookies：网站搜集用户数据主要利用cookies，这是计算机自带的一项功能，用于辨别用户的身份
3249445,调整Cookie的安全级别，并作相应清理
3249445,多个邮箱：如果你频繁使用同一个邮箱在不同网站进行操作，数据挖掘和分析最终还是能找到你
3249445,在不同社交网站上使用不同姓名和邮箱能有效提高防止被机器认出的概率
3249445,不要主动上传敏感信息杜绝手机流氓软件：这种软件会后台默默上传你的通话记录和聊天短信等，而且能巧妙的避过杀毒软件的查杀
3249445,文件处理：电脑用户在删除文件以及处理废弃电脑时，一定要注意使用以下方法，对文件和电脑硬盘进行不可恢复性处理
3249445,答：中国农业大学（http://www.cau.edu.cn）的TCP/IP协议类型：TCP/IP是基于TCP和IP这两个最初的协议之上的不同的通信协议的大的集合
3249445,TCP/传输控制协议：用于从应用程序到网络的数据传输控制
3249445,负责在数据传送之前将它们分割为IP包，然后在它们到达的时候将它们重组
3249445,IP/网际协议：负责计算机之间的通信
3249445,负责在因特网上发送和接收数据包
3249445,HTTP/超文本传输协议：负责web服务器与web浏览器之间的通信
3249445,用于从web客户端（浏览器）向web服务器发送请求，并从web服务器向web客户端返回内容
3249445,答：局域网组网主要设备和功用：1、宽带路由器：一个作用是连通不同的网络，另一个作用是选择信息传送的线路
3249445,2、交换机：主要功能就是实现多台计算机的互连互通，相当于文前提到的“中间人”的作用
3249445,3、网卡、网线：作用是将数据分解为数据包再发送至网络
3249445,答：1.全球最大的网络是因特网（Internet），它所采用的网络协议是TCP/IP协议
3249445,2.UDP协议：用户数句包协议3.ICMP协议：控制报文协议4.ARP协议：地址解析协议5.SOCKET协议：套接字
3249445,答：主要包括物理层数据链路层网络层传输层会话层表示层应用层
3249445,答：电子商务是利用计算机技术、网络技术和远程通信技术，实现整个商务（买卖）过程中的电子化、数字化和网络化
3249445,电子商务作为一种全新的商业应用形式，改变了传统商务的运作模式，极大地提高了商务效率，降低了交易的成本
3249445,然而，由于互联网开放性的特点，安全问题也自始至终制约着电子商务的发展
3249445,电子商务采用的主要安全技术手段：防火墙技术
3249445,防火墙就是在网络边界上建立相应的网络通信监控系统，用来保障计算机网络的安全，它是一种控制技术，既可以是一种软件产品，又可以制作或嵌入到某种硬件产品中
3249445,所有来自Internet的传输信息或发出的信息都必须经过防火墙
3249445,数据加密技术
3249445,在电子商务中，数据加密技术是其他安全技术的基础，也是最主要的安全措施，贸易方可根据需要在信息交换的阶段使用
3249445,目前，加密技术分为两类，即对称加密和非对称加密
3249445,数字签名技术
3249445,仅有加密技术还不足以保证商务信息传递的安全，在确保信息完整性方面，数字签名技术占据着不可替代的位置
3249445,目前数字签名的应用主要有数字摘要、数字签名和数字时间戳技术
3249445,答：由于音频信号是一种连续变化的模拟信号，而计算机只能处理和记录二进制的数字信号，因此，由自然音源而得的音频信号必须经过一定的变化和处理，变成二进制数据后才能送到计算机进行再编辑和存贮
3249445,PCM(PulseCodeModulation)脉冲编码调制是一种模数转换的最基本编码方法
3249445,它把模拟信号转换成数字信号的过程称为模/数转换，它主要包括:采样:在时间轴上对信号数字化;量化:在幅度轴上对信号数字化;编码:按一定格式记录采样和量化后的数字数据
3249445,编码的过程首先用一组脉冲采样时钟信号与输入的模拟音频信号相乘，相乘的结果即输入信号在时间轴上的数字化
3249445,然后对采样以后的信号幅值进行量化
3249445,最简单的量化方法是均衡量化，这个量化的过程由量化器来完成
3249445,对经量化器A/D变换后的信号再进行编码，即把量化的信号电平转换成二进制码组，就得到了离散的二进制输出数据序列x(n)，n表示量化的时间序列，x(n)的值就是n时刻量化后的幅值，以二进制的形式表示和记录
3249445,采样/量化/编码/解码/存储
3249445,答：对于如绘制的技术图、图表或者漫画优先使用无损压缩，这是因为有损压缩方法，尤其是在低的位速条件下将会带来压缩失真
3249445,如医疗图像或者用于存档的扫描图像等这些有价值的内容的压缩也尽量选择无损压缩方法
3249445,有损方法非常适合于自然的图像，例如一些应用中图像的微小损失是可以接受的(有时是无法感知的)，这样就可以大幅度地减小位速
3249445,答：矢量图的清晰度与分辨率的大小无关，对矢量图进行缩放时，图形对象仍保持原有的清晰度和光滑度，不会发生任何偏差，如图所示是放大了4倍的矢量图效果
3249445,如徽标、美工插图、工程绘图
3249445,位图：也叫做点阵图，删格图象，像素图，位图图像是由像素构成的，像素的多少将决定位图图像的显示质量和文件大小，位图图像的分辨率越高，其显示越清晰，文件所占的空间也就越大
3249445,构成位图的最小单位是象素，位图就是由象素阵列的排列来实现其显示效果的，每个象素有自己的颜色信息，在对位图图像进行编辑操作的时候，可操作的对象是每个象素，我们可以改变图像的色相、饱和度、明度，从而改变图像的显示效果
3249445,位图图像的清晰度与分辨率有关
3249445,对位图图像进行放大时，放大的只是像素点，位图图像的四周会出现锯齿状
3249445,广泛应用在照片和绘图图像中
3249445,答：键盘、鼠标、显示器、声卡、显卡、显示器、扬声器、硬盘，数码摄像机刻录机触摸屏打印机
3249445,答：多媒体计算机系统由多媒体计算机硬件和多媒体计算机软件两部分组成主要硬件：主机、软盘驱动器、硬盘驱动器、显示器、网卡之外，还要有音频信息处理硬件、视频信息处理硬件及光盘驱动器等部分
3249445,软件：多媒体计算机的操作系统必须在原基础上扩充多媒体资源管理与信息处理的功能
3249445,多媒体编辑工具包括字处理软件、绘图软件、图像处理软件、动画制作软件、声音编辑软件以及视频编辑软件
3249445,答：(1)文本:由语言文字和符号字符组成的数据文件
3249445,可以表达文字信息，说明的更加清楚
3249445,(2)图像:通过描述画面中各个像素的亮度和颜色等组成的数据文件
3249445,也叫点位图或位图图像
3249445,表达实际事物
3249445,(3)图形:矢量图形的简称
3249445,即生成一幅图形由数学方法组成的数据文件
3249445,一般可将图形看作是图像的抽象
3249445,(4)动画:将静态的图像、图形及连环图画等按一定时间顺序显示而形成连续的动态画面
3249445,人为创造的表现形式
3249445,(5)音频:声音信号，即相应于人类听觉可感知范围内的频率
3249445,(6)视频:可视信号，即计算机屏幕上显示出来的动态信息，如动态图形、动态图像、动画等
3249445,答选择查询：在查询设计器中，给出查询条件参数查询：是一种动态查询，这种查询会在一个查询窗口中输入查询条件，点确定，直接给出查询结果
3249445,这种查询完全由用户控制
3249445,参数查询一般创建在选择查询基础上，在运行查询时会出现一个或多个对话框，要求输入查询条件
3249445,分为单参数和多参数，在条件行写[参数内容]操作查询：用于创建新表或者对现有表中的数据进行修改和数据维护，能批量的对数据进行导出、删除操作
3249445,分为：?更新查询?追加查询?删除查询?生成表查询，这设计视图中进行相应查询操作即可，最后返回原数据表查看结果
3249445,交叉表查询：通常以一个字段作为表的行标题，以另一个字段的取值作为列标题，在行和列的交叉点单元格处获得数据的汇总信息，以达到数据统计的目的
3249445,方便分析和使用
3249445,可采取交叉别查询向导和设计视图完成
3249445,答：1.设置字段的输入掩码：用来限制用户输入数据的格式，并可对数据输入做更多的控制以保证输入正确的数据
3249445,可使用掩码向导，也可自定义输入掩码
3249445,2.设置有效性规则和有效性文本：输入数据时有时需要限定输入数据的内容，如:性别只允许输入“男”或“女”，成绩的值在0—100之间等，这些通过设置有效性规则和有效性文本实现
3249445,3.默认值：添加新记录时自动向此字段分配指定值
3249445,答：.文本型：文本型字段用来存放字符串数据，存放最大长度为255个字符
3249445,设置字段大小属性可设置能输入的最大字符个数
3249445,文本型数字不能进行计算
3249445,2.备注型：存放字符长度超过255个字符，最多存储64000个字符
3249445,不受文本长度限制
3249445,3.数字型：用来存储由整数、实数等可以进行计算的数据
3249445,可以分为整型、长整型、单精度型、双精度型等
3249445,4.日期/时间型：用于存放日期、时间、或日期时间的组合
3249445,字段大小为8个字节，由系统自动设置
3249445,5.货币型：用于存放具有双精度属性(小数位数15位)的货币数据
3249445,字段大小为8个字节，由系统自动设置
3249445,6.自动编号型：自动编号型字段用于存放系统为记录绑定的顺序号
3249445,自动编号型字段的数据无需输入，系统为该记录自动编号
3249445,7.是/否型：用于存放逻辑数据，表示“是/否”或“真/假”
3249445,8.OLE对象：用来链接或嵌入OLE对象
3249445,1次只能添加1个
3249445,9.超级链接型：超链接型字段存放超链接地址
3249445,答：使用设计器创建表：先设计表结构，然后修改属性，最后录入数据使用数据表视图创建表：直接点击添加，修改字段类型、属性和字段名，最后录入数据通过数据导入创建表：点击获取外部数据，选择要导入数据的类型，按向导导入即可
3249445,答：数据模型应满足三方面要求：一是能比较真实地模拟现实世界；二是容易为人所理解；三是便于在计算机上实现
3249445,数据结构、数据操作和完整性约束是构成数据模型的三要素
3249445,数据模型主要包括网状模型、层次模型、关系模型等，它是按计算机系统的观点对数据建模，用于DBMS的实现
3249445,答：作用有1、收集信息
3249445,2、标识对象
3249445,3、建立对象间的关系
3249445,4、标识对象信息模型E/R图
3249445,答：数据库系统的基本特点:?数据共享性、数据冗余度小、数据一致性、具有数据完整性措施、可以采用交互式或程序方式操作
3249445,数据库系统的主要构成：DBS数据库系统=OS操作系统+DB数据库+DBMS数据库管理系统+DBA数据库管理员
3249445,答：1.人工管理阶段：特点：§数据在计算机内部不保留§无数据管理软件，数据的管理由应用程序完成§数据是面向应用的，一组数据对应一个应用程序，数据冗余大而且不共享§数据不具独立性，完全依赖于应用程序§数据无结构§数据控制能力：应用程序自己控制2.文件管理阶段：特点：特点：数据可长期保存在外存上
3249445,n数据与程序有了一定的独立性，但独立性差，数据的逻辑结构改变必须修改应用程序
3249445,n数据访问按文件名，存取以记录为单位，共享性差、冗余度大n记录内有结构，整体无结构n数据控制能力：应用程序自己控制3.数据库管理阶段：特点：数据结构化v数据的共享性高，冗余度低，易扩充v数据独立性高v数据由DBMS统一管理和控制
3249445,答：作用是增添ppt的视觉感，让观众不会产生视觉疲劳
3249445,但是也应该遵循自然，不太花哨，简单有新意的原则
3249445,答：先要准备好一个大概提纲，想好从哪几个方面介绍家乡
3249445,然后在按照提纲收集相关的素材，包括视频，相片，文字等
3249445,最后制定ppt，在座的过程里，可以先引用其他地方切入主题
3249445,答：图标选项”，选择“坐标抽”，分类（X）轴点
3249445,答：不同的通配符含义不同，？代表单个字符，*代表任意字符
3249445,答：如图所示
3249445,答：程序设计是数据结构的基础和实现方法
3249445,数据结构完全可以只讲数据的存储方法和算法的逻辑逻辑过程，可以不涉及具体实现过程，在实现一种数据的存储和一个算法的求解过程时，你可以选择应用不同的程序设计语言来达到目的，同一个算法，既可以使用VB实现，也可以选择C、C++、JAVA、或者C#来实现，而在选定某一工具来实现算法时，程序设计的具体指令和方法是由所选择的程序设计语言的语法决定
3249445,答：顺序结构：几个连续的处理步骤依次排列结构；选择结构：由某个逻辑判定式的取值（条件）决定两个处理中的一个执行；循环结构：循环语句使同一个语句组根据一定的条件执行若干次
3249445,"答：有c/c++,vb,dephi,java,c#等c/c++主要是底层的开发，比如操作系统或大型游戏，执行效率高vb界面化，简单，初学者入门的语言，执行速度慢，可以用于一些应用程序dephi，界面化，主要用于桌面软件的编写，有时还是编写木马的选择"
3249445,java，目前用于大型企业的网页开发系统或手机平台游戏上，开发效率高c#，主要用于编写.asp网页的管理系统，语法与c类似
3249445,答：比如以下的Excel（xls）：电子表格统计和制作软件Access（mdb）：数据库管理软件Powerpoint（ppt）：课件制作软件Photoshop（psd）：图片编辑软件flash（flc）：动画制作和编辑软件Glodwave（wav）：声音编辑软件会声会影（avi）：视频编辑软件Word（doc）：文字编辑和处理软件
3249445,答：主要有系统工具：进行磁盘清理和碎片整理记事本：纯文本编辑器写字板：可以编辑文本或多媒体信息的编辑器计算器：可以进行一般运算和科学计算录音机：可以录制60秒内的声音
3249445,答：单击左键可以打开目标文件，也可以双击快速打开，中间的滚轮可以滚动阅读界面，鼠标右键三击在word里可以选取全文等
3249445,答：主要构成有：标题栏、菜单栏、工具栏、工作区域、状态栏、滚动条、窗口缩放按纽
3249445,答：比如：UNIX系统，特点有：（1）良好的可移植性（2）多用户、多任务（3）内核短小精悍（4）采用树形结构的文件系统（5）把设备如同文件一样对待（6）安全机制完善WINXP:1图形化操作界面2多用户多任务系统3即插即用对各种外设的支持4多媒体平台系统5面向用户
2806546,"压缩的原理：是把文件的二进制代码压缩，把相邻的0,1代码减少，比如有000000,可以把它变成6个0的写法60,来减少该文件的空间"
2806546,下载技术演变：1.主从架构方式2.断点续传方式3.多线程并行方式：如网络蚂蚁4.镜像服务器方式主要压缩工具：winrar、360压缩、WinZip、7/Zip
2806546,windows系统工具软件作用：维护系统的正常的运行优化系统使得到最佳的运行效果管理系统
2806546,比如：windows自带备份与还原工具，磁盘清理磁盘碎片整理程序，系统还原，任务管理器
2806546,系统优化与设置工具作用：是计算机性能最优化，保证计算机处于工作的理想状态
2806546,比如：windows优化大师，超级兔子等
2806546,磁盘工具软件作用：对硬盘及时维护、备份，使系统保持稳定
2806546,比如：分区魔术师，还原精灵等
2806546,压缩工具软件作用：便于文件存储和数据传输
2806546,比如：WinRAR，WinZip等
2806546,下载工具作用：下载所需资源
2806546,比如：BT下载，迅雷，快车，电驴，QQ旋风等
2806546,聊天工具作用：与人沟通交流
2806546,比如：腾讯QQ，MSN，新浪UC，ICQ，阿里旺旺等
2806546,安全工具作用：抵御病毒，查杀有害病毒，采取措施把损失降到最低，使计算机正常工作
2806546,分为杀毒软件和防火墙
2806546,比如：360杀毒，金山毒霸，卡巴斯基，瑞星，百度杀毒等，金山网镖、瑞星个人防火墙等
2806546,光盘刻录作用：电脑里暂时不用的软件比较占空间的刻录到光盘，节省电脑的空间，把重要数据备份，按自己喜好选择性的收藏
2806546,比如：刻录工具Nero，刻录音乐，视频等
2806546,多媒体工具作用：播放视频，音乐等娱乐，阅读浏览图片处理制作，浏览网页
2806546,比如：影音风暴，酷狗，ACDSee，红蜻蜓抓图精灵，超星阅览器，搜狗高速浏览器等
2806546,汉化翻译作用：进行各类语言翻译，并将其转换为汉文使人得以看懂，不必学习很多语言也能通过翻译理解
2806546,比如：金山快译，金山词霸等
2806546,智能手机出货将远超传统手机终端将向定制化发展终端融合化和云化发展趋势更加明显行业应用专用终端将是新兴市场终端紧密服务于业务将是大势所趋未来终端的竞争将是平台竞争
2806546,1.不熟悉的网站不要随意点开，更不要随便输入账户和密码2.如需进行支付或重要操作时，免费WIFI不要连，尽量采用数据接入方式3.在网站注册时，不要留有过详细的个人信息，尤其是身份证信息等重要信息4.在公用电脑上登陆过，一定要清除COOKIES和表单信息5.不要安装流氓软件，打开邮件或消息的链接要留心等
2806546,1.2014年3月26日，携程“安全门”事件：携程网被指出安全支付日志存在漏洞，导致大量用户银行卡信息泄露
2806546,携程第一时间进行技术排查和修复
2806546,并表示，如用户因此产生损失，携程将赔偿
2806546,在获利的同时，电商如何对用户信息进行保护引发人们思考
2806546,2.2014年5月，山寨网银及山寨微信大量窃取网银信息：山寨网银和山寨微信客户端，伪装成正常网银客户端的图标、界面，在手机软件中内嵌钓鱼网站，欺骗网民提交银行卡号、身份证号、银行卡有效期等关键信息，同时，部分手机病毒可拦截用户短信，中毒用户面临网银资金被盗的风险
2806546,3.2014年6月，免费WiFi存陷阱，窃取用户手机中的敏感信息：黑客通过公共场所免费WiFi诱导用户链接而获取手机中银行卡、支付宝等账户信息从而盗取资金的消息，引发了网民对于免费WiFi安全性的担忧
